Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,12849.0,13271.5,12727.25,13236.5,13236.5,549549
2021-02-02,13232.5,13509.75,13230.5,13449.0,13449.0,491671
2021-02-03,13506.0,13584.5,13386.75,13394.25,13394.25,499098
2021-02-04,13429.5,13568.75,13345.25,13547.5,13547.5,408023
2021-02-05,13560.0,13638.5,13519.5,13598.0,13598.0,431935
2021-02-08,13623.75,13693.0,13596.0,13683.0,13683.0,393927
2021-02-09,13683.5,13735.25,13634.0,13680.25,13680.25,367116
2021-02-10,13698.0,13769.25,13516.75,13643.5,13643.5,552643
2021-02-11,13662.0,13743.75,13612.5,13729.0,13729.0,495131
2021-02-12,13711.25,13820.75,13646.0,13804.75,13804.75,392927
2021-02-16,13829.5,13900.5,13716.0,13767.75,13767.75,604657
2021-02-17,13758.25,13785.0,13543.0,13699.75,13699.75,583565
2021-02-18,13699.5,13723.25,13468.0,13633.0,13633.0,574576
2021-02-19,13638.25,13729.0,13534.75,13576.0,13576.0,535194
2021-02-22,13585.0,13629.0,13215.0,13224.25,13224.25,648527
2021-02-23,13227.0,13335.75,12757.25,13192.0,13192.0,873273
2021-02-24,13170.75,13334.0,12958.0,13302.0,13302.0,673353
2021-02-25,13304.75,13353.75,12764.0,12831.75,12831.75,894521
2021-02-26,12802.5,13089.5,12662.25,12911.0,12911.0,841911
2021-03-01,12957.5,13318.0,12946.25,13279.75,13279.75,513852
2021-03-02,13312.25,13328.25,13048.25,13055.25,13055.25,563138
2021-03-03,13061.25,13192.0,12663.25,12681.75,12681.75,756448
2021-03-04,12682.0,12797.0,12306.5,12455.0,12455.0,1049493
2021-03-05,12435.0,12697.75,12207.25,12663.75,12663.75,1016317
2021-03-08,12715.0,12761.25,12281.75,12297.25,12297.25,749028
2021-03-09,12345.75,12867.5,12326.0,12788.75,12788.75,644022
2021-03-10,12812.0,12993.25,12703.0,12749.25,12749.25,715961
2021-03-11,12795.25,13119.25,12724.25,13048.25,13048.25,526139
2021-03-12,13055.0,13095.0,12768.25,12933.5,12933.5,476352
2021-03-15,12950.0,13099.0,12872.0,13078.5,13078.5,297629
2021-03-16,13084.75,13298.0,13056.5,13151.5,13151.5,240942
2021-03-17,13174.75,13283.25,12946.5,13201.5,13201.5,202697
2021-03-18,13200.5,13279.0,12777.5,12795.5,12795.5,121108
2021-03-19,12818.25,12919.0,12732.75,12808.759765625,12808.759765625,641117
2021-03-22,12807.0,13157.0,12788.5,13071.75,13071.75,478667
2021-03-23,13069.0,13172.0,12979.0,13006.25,13006.25,604250
2021-03-24,13050.25,13145.25,12784.0,12794.0,12794.0,626538
2021-03-25,12803.0,12859.5,12609.75,12770.5,12770.5,745797
2021-03-26,12799.75,12988.5,12676.25,12966.75,12966.75,622214
2021-03-29,12975.75,13003.0,12807.5,12944.5,12944.5,574193
2021-03-30,12975.0,12984.0,12776.5,12878.25,12878.25,516408
2021-03-31,12894.75,13158.0,12858.25,13089.75,13089.75,478398
2021-04-01,13094.5,13332.5,13090.25,13316.0,13316.0,436489
2021-04-05,13339.0,13615.0,13304.25,13585.5,13585.5,356725
2021-04-06,13603.75,13655.0,13524.25,13570.0,13570.0,457218
2021-04-07,13580.5,13641.0,13512.5,13604.75,13604.75,434828
2021-04-08,13620.75,13789.75,13615.5,13747.75,13747.75,435060
2021-04-09,13786.5,13841.75,13648.25,13829.5,13829.5,494768
2021-04-12,13817.75,13832.25,13732.0,13808.75,13808.75,453968
2021-04-13,13825.0,13994.0,13772.75,13975.75,13975.75,485938
2021-04-14,13977.75,14029.0,13772.75,13798.75,13798.75,662204
2021-04-15,13827.0,14034.25,13789.25,14014.0,14014.0,524814
2021-04-16,14002.0,14059.5,13952.75,14029.5,14029.5,500612
2021-04-19,13989.0,14052.25,13821.0,13897.25,13897.25,613719
2021-04-20,13900.0,13933.75,13719.25,13794.25,13794.25,606019
2021-04-21,13740.0,13926.5,13700.5,13919.25,13919.25,510093
2021-04-22,13896.5,13944.75,13701.75,13750.25,13750.25,623942
2021-04-23,13757.0,13981.0,13737.0,13927.0,13927.0,450885
2021-04-26,13919.75,14039.25,13865.5,14011.5,14011.5,403664
2021-04-27,14024.75,14050.0,13912.5,13953.0,13953.0,412801
2021-04-28,13955.5,13993.5,13878.0,13892.25,13892.25,501596
2021-04-29,13973.5,14064.0,13818.5,13953.5,13953.5,595555
2021-04-30,13948.25,13956.75,13819.75,13850.0,13850.0,555237
2021-05-03,13880.25,13947.5,13772.0,13790.0,13790.0,473913
2021-05-04,13785.0,13792.5,13380.75,13536.0,13536.0,667316
2021-05-05,13525.75,13665.5,13462.75,13491.0,13491.0,520694
2021-05-06,13484.0,13611.5,13388.75,13597.75,13597.75,567452
2021-05-07,13614.5,13818.0,13588.25,13709.75,13709.75,550632
2021-05-10,13718.0,13752.0,13305.5,13356.75,13356.75,603725
2021-05-11,13316.5,13375.75,13065.25,13346.0,13346.0,787639
2021-05-12,13321.25,13351.75,12959.75,12998.5,12998.5,760916
2021-05-13,12968.75,13223.75,12915.0,13100.25,13100.25,727348
2021-05-14,13095.0,13426.25,13071.0,13387.0,13387.0,468758
2021-05-17,13380.25,13448.5,13182.75,13303.5,13303.5,488299
2021-05-18,13308.5,13432.25,13178.5,13212.0,13212.0,442088
2021-05-19,13182.0,13243.0,12954.25,13233.5,13233.5,669351
2021-05-20,13220.5,13522.75,13150.75,13486.5,13486.5,465782
2021-05-21,13492.5,13570.0,13395.75,13405.0,13405.0,457735
2021-05-24,13383.25,13686.0,13356.5,13635.25,13635.25,368611
2021-05-25,13656.5,13738.75,13606.75,13656.25,13656.25,436157
2021-05-26,13670.25,13728.5,13656.0,13700.25,13700.25,343069
2021-05-27,13702.5,13720.75,13620.25,13665.5,13665.5,388603
2021-05-28,13694.75,13763.5,13662.75,13686.5,13686.5,366218
2021-06-01,13699.0,13773.0,13592.25,13648.75,13648.75,448000
2021-06-02,13653.25,13712.75,13603.25,13673.75,13673.75,371449
2021-06-03,13679.5,13707.75,13462.25,13529.25,13529.25,552987
2021-06-04,13531.75,13783.75,13467.75,13766.75,13766.75,446994
2021-06-07,13773.25,13824.0,13691.5,13804.25,13804.25,397545
2021-06-08,13823.0,13917.25,13741.75,13811.5,13811.5,482546
2021-06-09,13813.0,13904.25,13803.5,13814.25,13814.25,376893
2021-06-10,13817.0,13976.5,13726.0,13959.75,13959.75,492336
2021-06-11,13975.5,13997.75,13932.25,13994.25,13994.25,257733
2021-06-14,13999.0,14133.5,13965.25,14124.75,14124.75,229733
2021-06-15,14119.5,14163.0,14009.25,14030.25,14030.25,178164
2021-06-16,14046.75,14103.75,13840.0,13981.25,13981.25,124322
2021-06-17,13948.5,14217.75,13850.25,14165.5,14165.5,113875
2021-06-18,14183.75,14214.25,14063.5,14107.4296875,14107.4296875,575363
2021-06-21,14022.75,14144.0,13958.5,14130.0,14130.0,503663
2021-06-22,14136.75,14279.25,14066.5,14258.25,14258.25,420968
2021-06-23,14274.0,14315.75,14231.75,14263.0,14263.0,366489
2021-06-24,14275.25,14422.0,14270.0,14354.25,14354.25,409864
2021-06-25,14365.75,14394.25,14313.25,14339.0,14339.0,409864
2021-06-27,14350.0,14366.75,14337.0,14347.25,14347.25,8326
